KALINLIKID;KUMASCINSIID;IPLIKCINSIID;LYCRATIPIID;LYCRA;OZELLIKID;SIPARISKILO;SIPARISMETRE;PUS;FEINE;TUPACIKENMAYLI;ILAVEISLEMLER;ISLEMGRUBUID;BASKITIPIID;GRAMAJ;SIPARISPROSESID;PROSESID;RECETETURUID;LABRECETEGRUPID;LABRENKGRUPID;USTASAMAID;RENKDERINLIGIID;ICTAMIRVAR;PARTIACILISTARIHI;PARTIILKSEVKTARIHI;TERMINTARIHI
;317;;;0;;0;3;;;0;;3;19;;203;203;;;;;99;0;7.02.2022;10.02.2022;3
;317;;;0;;0;90;;;0;;3;;;13;13;38;3;1;78;99;0;7.02.2022;11.02.2022;4
63;20;36;16;1;;257;0;;;;ENZİM, SİLİKON;1;;250;500;500;44;2;8;126;99;0;8.02.2022;14.02.2022;6
;317;;;0;;0;62;;;;;3;;;13;13;38;3;1;78;99;0;7.02.2022;11.02.2022;4
;1.777;;;0;;0;9;;;0;;3;1;;24;24;;;;;99;0;7.02.2022;14.02.2022;7
63;22;68;;0;;370;0;;;0;ENZİM, HİDROFİL SİLİKON;1;;150;500;500;44;2;1;126;99;0;18.02.2022;23.02.2022;5
;317;;;0;;0;2822;;;0;;3;;160;126;126;38;3;1;78;99;0;7.02.2022;14.02.2022;7
;317;;;0;;0;250;;;;;1;;;2;0;1;3;8;7;99;1;26.01.2022;17.02.2022;22
;317;;;0;;0;10;;;0;;3;19;;203;203;;;;;99;0;8.02.2022;14.02.2022;6
63;22;68;;0;;280;0;;;;ENZİM, HİDROFİL SİLİKON;1;;150;500;500;44;2;4;126;99;0;18.02.2022;25.02.2022;7
;317;;;0;;0;600;;;0;;1;;;138;138;1;3;8;7;99;0;9.02.2022;22.02.2022;13
63;22;68;;0;;70;0;;;;ENZİM, HİDROFİL SİLİKON;1;;150;500;500;44;2;3;126;99;0;8.02.2022;11.02.2022;3
48;22;36;;0;;21;0;;;0;FULL ENZİM, IPEKSI APRE, KENAR KESME KOLA;1;;180;500;500;44;2;5;126;99;0;8.02.2022;15.02.2022;7
;22;;;0;33;229;0;;;0;KENAR KESME KOLA, SİLİKON;1;;180;504;504;44;2;8;126;99;0;7.02.2022;11.02.2022;4
73;6;36;16;1;;81;0;;;0;ENZİM, SİLİKON;1;;250;502;502;44;2;8;126;99;0;7.02.2022;10.02.2022;3
48;22;36;;0;;21;0;;;;FULL ENZİM, IPEKSI APRE, KENAR KESME KOLA;1;;180;500;500;44;2;3;126;99;0;8.02.2022;11.02.2022;3
;40;;;0;;0;1476;;;0;;6;;;1;1;1;3;9;7;99;0;7.02.2022;24.02.2022;17
48;22;36;;0;;21;0;;;;FULL ENZİM, IPEKSI APRE, KENAR KESME KOLA;1;;180;500;500;44;2;4;126;99;0;8.02.2022;11.02.2022;3
65;20;36;25;1;;32;0;;;;;1;;350;497;497;44;2;8;126;99;0;7.02.2022;11.02.2022;4
63;22;36;;0;;25;0;;;0;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;1;;150;500;500;44;2;9;126;99;0;7.02.2022;10.02.2022;3
63;22;36;;0;;25;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;1;;150;500;500;44;2;2;126;99;0;7.02.2022;11.02.2022;4
;317;;;0;;0;1058;;;0;;1;;320;1;1;1;3;5;7;99;0;7.02.2022;17.02.2022;10
65;20;36;25;1;;24;0;;;;;1;;350;497;497;44;2;5;126;99;0;7.02.2022;8.02.2022;1
65;20;36;25;1;;49;0;;;;;1;;350;497;497;44;2;4;126;99;0;7.02.2022;9.02.2022;2
;317;;;0;;0;100;;;0;;3;;350;15;15;38;3;1;78;99;0;7.02.2022;11.02.2022;4
73;6;50;21;1;;94;0;;;1;KENAR KESME KOLA, SİLİKON;1;;270;502;502;47;2;8;126;99;1;7.02.2022;16.02.2022;9
;317;;;0;;0;40;;;0;;1;1;;24;24;;;;;99;0;7.02.2022;11.02.2022;4
;317;;;0;;0;600;;;;;1;;;138;138;1;3;9;7;99;0;9.02.2022;23.02.2022;14
88;22;68;;0;;2350;0;;;1;ENZİM, IPEKSI APRE, KENAR KESME KOLA;6;;140;500;500;44;2;9;126;99;1;7.02.2022;11.02.2022;4
;216;;;0;;0;1550;;;0;;1;;;4;4;1;3;1;7;99;1;7.02.2022;17.02.2022;10
88;22;68;;0;;400;0;;;;ENZİM, IPEKSI APRE, KENAR KESME KOLA;6;;140;500;500;44;2;9;126;99;1;7.02.2022;24.02.2022;17
;317;;;0;;0;10000;;;0;;0;;;58;58;17;3;1;13;99;1;7.02.2022;24.02.2022;17
;317;;;0;;0;3000;;;;;0;;;32;32;14;3;8;41;99;1;7.02.2022;4.03.2022;25
74;23;36;;0;28;3042;0;;;0;ENZİM, HİDROFİL SİLİKON;1;;320;504;504;44;2;8;126;99;0;8.02.2022;14.02.2022;6
;317;;;0;;0;1556;;;;;0;;;32;32;14;3;5;41;99;0;7.02.2022;19.02.2022;12
;317;;;0;;0;500;;;;;0;;;32;32;14;3;2;41;99;0;7.02.2022;19.02.2022;12
;317;;;0;;0;1000;;;;;0;;;32;32;14;3;4;41;99;0;7.02.2022;19.02.2022;12
;317;;;0;;0;500;;;;;0;;;18;18;1;3;4;7;99;0;7.02.2022;19.02.2022;12
;317;;;0;;0;400;;;;;0;;;18;18;14;3;3;41;99;0;7.02.2022;19.02.2022;12
63;22;55;16;1;86;345;0;;;0;KENAR KESME KOLA, SİLİKON;1;;220;502;502;44;2;6;126;99;1;7.02.2022;16.02.2022;9
;317;;;0;;0;360;;;0;;3;19;255;137;137;;;;;99;0;7.02.2022;21.02.2022;14
176;23;123;;0;;365;0;;;0;ENZİM, SİLİKON;1;;285;504;504;44;2;1;126;99;0;7.02.2022;8.02.2022;1
;39;;;0;;0;7700;;;0;;3;;;13;13;38;3;1;78;99;1;7.02.2022;17.02.2022;10
;317;;;0;;0;10600;;;0;;3;1;;40;40;;;;;99;1;7.02.2022;11.02.2022;4
;317;;;0;;0;1150;;;0;;0;;;58;58;17;3;1;13;99;0;16.11.2021;9.02.2022;85
;28;;;0;;0;970;;;0;;3;;;29;29;38;3;1;78;99;0;7.02.2022;12.02.2022;5
;317;;;0;;0;50;;;;;3;2;;40;40;;;;;99;0;27.01.2022;6.03.2022;38
;317;;;0;;0;1350;;;;;6;;;1;1;1;3;9;7;99;0;7.02.2022;19.02.2022;12
;317;;;0;;0;2700;;;;;0;;;58;58;17;3;1;13;99;0;10.02.2022;22.02.2022;12
;317;;;0;;0;900;;;;;1;;;1;1;1;3;7;7;99;0;10.02.2022;2.03.2022;20
;317;;;0;;0;70;;;;;1;1;100;24;24;;;;;99;0;17.12.2021;3.03.2022;76
;317;;;0;;0;400;;;0;;3;19;;137;137;;;;;99;0;30.10.2021;10.02.2022;103
;317;;;0;;0;7822;;;0;;3;;;13;13;38;3;1;78;99;0;7.02.2022;11.02.2022;4
;39;;;0;;0;800;;;0;;3;;;13;13;38;3;1;78;99;1;7.02.2022;16.02.2022;9
;317;;;0;;0;68;;;0;;6;;;80;80;1;3;9;7;99;0;9.02.2022;16.02.2022;7
65;20;36;16;1;;230;0;;;;ENZİM, HİDROFİL SİLİKON;1;;270;504;504;44;2;8;126;99;0;8.02.2022;14.02.2022;6
163;23;36;;0;28;210;0;;;;ENZİM, SİLİKON, TRAŞ, ŞARDON;1;;380;513;513;44;2;9;126;99;0;9.02.2022;14.02.2022;5
;317;;;0;;0;1;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;14.02.2022;201
;2.931;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;26.01.2022;8.02.2022;13
;2.931;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;26.01.2022;8.02.2022;13
58;22;77;13;1;;682;0;;;;KENAR KESME KOLA, SİLİKON;3;2;220;2.083;2.083;49;2;1;126;99;0;2.02.2022;12.02.2022;10
63;17;36;16;1;;186;0;;;0;SİLİKON;1;;230;502;502;44;2;9;126;99;0;9.02.2022;18.02.2022;9
;317;;;0;;0;580;;;0;;1;;;80;80;1;3;3;7;99;0;9.02.2022;16.02.2022;7
;317;;;0;;0;581;;;;;2;;;88;88;38;3;1;78;99;0;8.02.2022;16.02.2022;8
;2.169;;;0;;0;10;;;;;3;19;;209;209;;;;;99;0;26.01.2022;10.02.2022;15
63;22;68;;0;;589;0;;;;KENAR KESME KOLA, SİLİKON;1;2;145;2.083;2.083;17;2;1;126;99;0;6.01.2022;16.02.2022;41
182;25;;;0;82;5;0;;;;SİLİKON;1;;;526;526;44;2;9;126;99;0;9.02.2022;18.02.2022;9
;1.830;;;0;;0;55000;;;0;;3;;;29;29;38;3;1;78;99;1;7.02.2022;16.02.2022;9
184;13;;;0;82;16;0;;;;SİLİKON;1;;;526;526;44;2;9;126;99;0;9.02.2022;18.02.2022;9
;317;;;0;;0;67;;;;;0;;120;58;58;17;3;1;13;99;0;11.02.2022;22.02.2022;11
;3.039;;;0;;0;10;;;0;;1;19;;203;203;;;;;99;0;7.02.2022;10.02.2022;3
;3.039;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;7.02.2022;10.02.2022;3
94;7;36;;0;;901;0;;;2;;1;;180;497;497;44;2;9;126;99;0;7.02.2022;9.02.2022;2
65;20;36;16;1;;75;0;;;;;1;;350;497;497;44;2;5;126;99;0;7.02.2022;9.02.2022;2
63;22;36;;0;79;410;0;;;0;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;1;;155;500;500;44;2;2;126;99;0;9.02.2022;14.02.2022;5
183;25;;;0;82;5;0;;;;SİLİKON;1;;;526;526;44;2;9;126;99;0;9.02.2022;18.02.2022;9
63;22;36;;0;79;582;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;1;;155;500;500;44;2;2;126;99;0;9.02.2022;14.02.2022;5
181;25;;;0;82;4;0;;;;SİLİKON;1;;;526;526;44;2;9;126;99;0;9.02.2022;18.02.2022;9
94;7;36;;0;;473;0;;;;;1;;180;497;497;44;2;4;126;99;0;7.02.2022;10.02.2022;3
180;25;;;0;82;4;0;;;;SİLİKON;1;;;526;526;44;2;9;126;99;0;9.02.2022;18.02.2022;9
179;25;;;0;82;1;0;;;;SİLİKON;1;;;526;526;44;2;9;126;99;0;9.02.2022;18.02.2022;9
48;22;36;;0;;164;0;;;0;ENZİM, SİLİKON;1;;170;500;500;44;2;5;126;99;0;9.02.2022;18.02.2022;9
;317;;;0;;0;1433;;;0;;6;;250;4;4;1;3;9;7;99;0;7.02.2022;25.02.2022;18
;317;;;0;;0;515;;;;;1;2;240;28;28;1;3;1;7;99;0;7.02.2022;15.03.2022;36
94;7;36;;0;;497;0;;;;ENZİM, SİLİKON;1;;180;497;497;44;2;3;126;99;0;7.02.2022;8.02.2022;1
63;22;36;;0;79;510;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;1;;155;500;500;44;2;5;126;99;0;9.02.2022;14.02.2022;5
94;7;36;;0;;399;0;;;;;1;;180;497;497;44;2;4;126;99;0;7.02.2022;8.02.2022;1
;317;;;0;;0;20;;;0;;3;2;;48;47;;;;;99;0;28.06.2021;9.02.2022;226
;317;;;0;;0;445;;;0;;1;;335;80;80;1;3;4;7;99;0;10.02.2022;15.02.2022;5
63;22;36;;0;79;340;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;1;;155;500;500;44;2;4;126;99;0;9.02.2022;16.02.2022;7
;317;;;0;;0;3450;;;0;;1;;;4;4;1;3;5;7;99;0;10.02.2022;18.02.2022;8
;317;;;0;;0;100;;;0;;1;;;2;2;1;3;8;7;99;0;7.02.2022;17.02.2022;10
;1.830;;;0;;0;20;;;;;3;19;;203;203;;;;;99;0;12.11.2021;10.02.2022;90
;1.777;;;0;;0;15;;;;;3;19;;137;137;;;;;99;0;4.05.2021;10.02.2022;282
;1.777;;;0;;0;527;;;0;;3;19;;137;137;;;;;99;0;10.02.2022;21.02.2022;11
;317;;;0;;0;2900;;;;;0;;337;188;188;17;3;1;13;99;1;7.02.2022;17.02.2022;10
58;22;77;13;1;;271;0;;;0;KENAR KESME KOLA, SİLİKON;1;;225;502;502;44;2;8;126;99;0;14.02.2022;21.02.2022;7
185;6;140;2;1;;800;0;;;;ENZİM, KENAR KESME, SİLİKON;0;;270;502;502;51;2;1;126;99;0;7.02.2022;8.02.2022;1
48;20;36;16;1;;14;0;;;;ENZİM, SİLİKON;1;;240;504;504;44;2;5;126;99;0;9.02.2022;18.02.2022;9
;317;;;0;;0;4000;;;0;;6;;235;3;3;1;3;9;7;99;1;8.02.2022;22.02.2022;14
;283;;;0;;0;15;;;0;;3;19;;203;203;;;;;99;0;7.02.2022;14.02.2022;7
;1.830;;;0;;0;22;;;0;;3;19;;203;203;;;;;99;0;12.11.2021;10.02.2022;90
;317;;;0;;0;117;;;;;6;;;111;112;14;3;9;41;99;0;3.02.2022;19.02.2022;16
;317;;;0;;0;100;;;;;1;;;111;112;14;3;5;41;99;0;3.02.2022;16.02.2022;13
;317;;;0;;0;4316;;;;;3;;;281;281;43;3;1;121;99;0;7.02.2022;10.02.2022;3
;1.777;;;0;;0;528;;;;;3;19;;137;137;;;;;99;0;10.02.2022;24.02.2022;14
148;23;33;;0;28;27;0;;;;ENZİM, SİLİKON;1;;350;528;528;44;2;4;126;99;0;7.02.2022;10.02.2022;3
65;12;33;16;1;;5;0;;;;ENZİM, SİLİKON;1;;;529;529;44;2;4;126;99;0;7.02.2022;10.02.2022;3
58;22;147;16;1;;3;0;;;0;HİDROFİL SİLİKON;3;19;210;2.084;2.084;49;2;1;126;99;0;9.02.2022;11.02.2022;2
76;23;33;;0;;580;0;;;0;ENZİM, SİLİKON, ŞARDON;1;;270;513;513;47;2;8;126;99;0;9.02.2022;17.02.2022;8
;317;;;0;;0;691;;;0;;3;19;;137;137;;;;;99;0;30.10.2021;17.03.2022;138
;935;;;0;;0;10;;;0;;1;1;;24;24;;;;;99;0;8.02.2022;9.02.2022;1
;317;;;0;;0;50;;;0;;1;;180;1;1;1;3;6;7;99;0;9.02.2022;28.03.2022;47
;1.777;;;0;;0;1;;;;;3;19;;137;137;;;;;99;0;4.05.2021;17.02.2022;289
63;3.086;70;;0;36;5;0;;;;SİLİKON;1;1;200;2.082;2.082;49;2;1;126;99;0;8.02.2022;11.02.2022;3
;317;;;0;;0;170;;;0;;3;1;;40;40;;;;;99;0;9.02.2022;22.02.2022;13
;188;;;0;;0;350;;;0;;3;19;;210;210;;;;;99;0;8.02.2022;2.03.2022;22
;317;;;0;;0;286;;;;;3;1;;40;40;;;;;99;0;9.02.2022;22.02.2022;13
;317;;;0;;0;185;;;;;3;;;126;126;38;3;1;78;99;0;5.06.2021;8.02.2022;248
58;22;77;13;1;;5;0;;;;KENAR KESME KOLA, SİLİKON;1;2;220;2.083;2.083;49;2;1;126;99;0;26.01.2022;12.02.2022;17
;317;;;0;;0;1460;;;;;3;;;126;13;38;3;1;78;99;0;8.02.2022;18.02.2022;10
;317;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;8.02.2022;14.02.2022;6
65;12;68;15;1;;125;0;;;;ENZİM, SİLİKON;1;;340;504;504;47;2;8;126;99;0;9.02.2022;17.02.2022;8
;317;;;0;;0;10;;;0;;3;19;;137;137;;;;;99;0;30.10.2021;14.02.2022;107
;317;;;0;;0;2970;;;0;;1;;;1;1;1;3;1;7;99;0;9.02.2022;25.02.2022;16
;1.779;;;0;;0;1208;;;;;1;;;1;1;1;3;1;7;99;1;9.02.2022;26.02.2022;17
;28;;;0;;0;2600;;;;;3;;;29;29;38;3;1;78;99;0;8.02.2022;12.02.2022;4
76;23;33;;0;;360;0;;;;ENZİM, SİLİKON, ŞARDON;1;;270;513;513;47;2;5;126;99;0;9.02.2022;19.02.2022;10
;19;45;;0;;17;0;;;0;;1;3;160;2.085;2.085;50;2;1;139;99;0;8.02.2022;14.02.2022;6
;19;45;;0;;18;0;;;;;1;3;160;2.085;2.085;50;2;1;139;99;0;8.02.2022;14.02.2022;6
76;23;15;;0;;63;0;;;;ENZİM, SİLİKON, ŞARDON;1;;270;513;513;50;2;1;139;99;0;9.02.2022;15.02.2022;6
;317;;;0;;0;16168;;;0;;3;;320;150;150;38;3;1;78;99;0;9.02.2022;24.02.2022;15
;283;;;0;;0;23;;;0;;3;1;;24;24;;;;;99;0;8.02.2022;16.02.2022;8
;317;;;0;;0;92500;;;0;;3;2;70;48;47;;;;;99;1;11.02.2022;28.02.2022;17
;935;;;0;;0;10;;;0;;1;4;;41;41;;;;;99;0;8.02.2022;1.03.2022;21
;317;;;0;;0;12;;;0;;3;1;;24;24;;;;;99;0;9.02.2022;17.02.2022;8
;317;;;0;;0;12;;;;;3;1;;24;24;;;;;99;0;9.02.2022;17.02.2022;8
82;23;43;;0;;27;0;;;0;ENZİM, SİLİKON;1;;270;513;513;47;2;3;126;99;0;9.02.2022;19.02.2022;10
;317;;;0;;0;90;;;;;1;;170;138;138;1;3;5;7;99;0;9.02.2022;4.03.2022;23
;317;;;0;;0;50;;;0;;1;;165;4;4;1;3;1;7;99;0;9.02.2022;3.03.2022;22
;317;;;0;;0;75;;;;;1;;165;4;4;1;3;8;7;99;0;9.02.2022;3.03.2022;22
;317;;;0;;0;75;;;;;3;;165;29;29;38;3;1;78;99;0;9.02.2022;22.02.2022;13
58;22;147;16;1;;3;0;;;;HİDROFİL SİLİKON;3;19;210;2.084;2.084;49;2;1;126;99;0;9.02.2022;11.02.2022;2
58;22;147;16;1;;20;0;;;;HİDROFİL SİLİKON;3;19;210;2.084;2.084;49;2;1;126;99;0;9.02.2022;10.02.2022;1
;935;;;0;;0;10;;;0;;1;1;;24;24;;;;;99;0;9.02.2022;11.02.2022;2
;317;;;0;;0;10;;;0;;1;;;17;17;;;;;99;1;8.02.2022;18.02.2022;10
;317;;;0;;0;1045;;;0;;1;;190;7;7;2;3;6;8;99;1;11.02.2022;2.03.2022;19
185;6;141;29;1;;2822;0;;;;ENZİM, KENAR KESME, SİLİKON, YAĞ SÖKÜCÜ;1;;270;502;502;44;2;9;126;99;0;9.02.2022;12.02.2022;3
;3.039;;6;1;;0;3000;;;0;;1;;;2;2;1;3;8;7;99;0;14.02.2022;26.02.2022;12
;317;;;0;;0;1260;;;;;1;;190;7;7;2;3;5;8;99;0;12.02.2022;23.02.2022;11
;317;;;0;;0;10;;;0;;3;19;;203;203;;;;;99;0;17.08.2021;17.02.2022;184
;1.777;;;0;;0;10;;;;;3;19;;137;137;;;;;99;0;4.05.2021;14.02.2022;286
;935;;;0;;0;1697;;;0;;1;4;392;41;41;;;;;99;0;8.02.2022;15.02.2022;7
74;23;36;;0;;5;0;;;;SİLİKON;1;1;300;2.082;2.082;44;2;3;126;99;0;19.01.2022;11.02.2022;23
63;22;68;;0;;3518;0;;;0;ENZİM, KENAR KESME KOLA, SİLİKON;1;;150;500;500;44;2;1;126;99;0;10.02.2022;17.02.2022;7
;317;;;0;;0;30;;;;;3;2;70;48;47;;;;;99;0;8.02.2022;12.02.2022;4
63;22;33;13;1;;290;0;;;0;KENAR KESME KOLA, SİLİKON;0;2;190;2.083;2.083;17;2;1;126;99;0;9.02.2022;22.02.2022;13
;317;;;0;;0;560;;;0;;3;19;;136;136;;;;;99;0;9.02.2022;21.02.2022;12
;317;;;0;;0;20;;;0;;3;1;;173;173;;;;;99;1;20.08.2021;11.02.2022;175
;317;;;0;;0;490;;;;;3;19;;136;136;;;;;99;0;9.02.2022;1.03.2022;20
;317;;;0;;0;15;;;0;;3;1;;196;196;;;;;99;0;26.07.2021;28.07.2021;2
63;20;36;16;1;;250;0;;;;ENZİM, SİLİKON;1;;250;504;504;44;2;1;126;99;0;10.02.2022;17.02.2022;7
;22;63;13;1;;300;0;;;0;KENAR KESME KOLA, SİLİKON;0;2;190;2.083;2.083;17;2;1;126;99;1;9.02.2022;24.02.2022;15
;317;;;0;;0;370;;;;;3;19;;136;136;;;;;99;1;2.09.2021;24.02.2022;175
;22;63;13;1;;398;0;;;;KENAR KESME KOLA, SİLİKON;3;2;190;2.083;2.083;49;2;1;126;99;0;9.02.2022;21.02.2022;12
;3.039;;;0;;0;1128;;;0;;0;;;58;58;17;3;1;13;99;0;9.02.2022;15.02.2022;6
;317;;;0;;0;650;;;;;3;19;;136;136;;;;;99;0;2.09.2021;3.03.2022;182
;317;;;0;;0;450;;;;;3;19;;136;136;;;;;99;0;9.02.2022;3.03.2022;22
;317;;;0;;0;15;;;;;3;1;;196;196;;;;;99;0;15.08.2021;11.02.2022;180
;317;;;0;;0;80;;;;;3;19;;136;136;;;;;99;0;2.09.2021;24.02.2022;175
;39;;;0;;0;40;;;;;3;19;;203;203;;;;;99;0;10.02.2022;21.02.2022;11
;317;;;0;;0;1260;;;;;1;;190;7;7;2;3;9;8;99;0;11.02.2022;2.03.2022;19
;317;;;0;;0;432;;;;;3;19;;137;137;;;;;99;0;10.02.2022;23.02.2022;13
;317;;;0;;0;1;;;;;3;19;;136;136;;;;;99;1;3.09.2021;11.02.2022;161
;28;;;0;;0;7200;;;0;;1;;;4;4;1;3;1;7;99;1;10.02.2022;27.02.2022;17
;3.039;;;0;;0;40;;;0;;1;19;;203;203;;;;;99;0;9.02.2022;18.02.2022;9
;317;;;0;;0;7;;;0;;1;19;;203;203;;;;;99;0;9.02.2022;19.02.2022;10
;317;;;0;;0;7;;;;;1;19;;203;203;;;;;99;0;9.02.2022;22.02.2022;13
;317;;;0;;0;8;;;;;1;19;;203;203;;;;;99;0;9.02.2022;19.02.2022;10
;2.931;;;0;;0;6821;;;;;1;1;;24;24;;;;;99;0;26.01.2022;11.02.2022;16
;317;;;0;;0;8;;;;;1;19;;203;203;;;;;99;0;9.02.2022;19.02.2022;10
185;6;142;2;1;;1358;0;;;;ENZİM, KENAR KESME, SİLİKON;0;;270;502;502;51;2;1;126;99;0;10.02.2022;11.02.2022;1
58;22;77;13;1;;465;0;;;0;KENAR KESME KOLA, SİLİKON;6;;190;502;502;44;2;9;126;99;0;11.02.2022;17.02.2022;6
;317;;;0;;0;10;;;0;;3;19;;203;203;;;;;99;0;9.02.2022;17.02.2022;8
;317;;;0;;0;10;;;0;;1;4;;41;41;;;;;99;0;14.02.2022;17.02.2022;3
;317;;;0;;0;5000;;;0;;3;;;151;151;38;3;1;78;99;0;9.02.2022;14.02.2022;5
;317;;;0;;0;1280;;;;;1;;190;3;3;1;3;8;7;99;0;11.02.2022;22.02.2022;11
143;23;43;;0;52;631;0;;;0;ENZİM, HİDROFİL SİLİKON;6;;280;525;525;47;2;9;126;99;0;9.02.2022;16.02.2022;7
185;6;141;29;1;;1460;0;;;;ENZİM, KENAR KESME, SİLİKON, YAĞ SÖKÜCÜ;1;;270;502;502;44;2;9;126;99;0;10.02.2022;14.02.2022;4
;317;;;0;;0;10;;;;;0;2;;84;84;17;3;1;13;99;0;27.01.2022;24.02.2022;28
58;22;77;13;1;;70;0;;;0;KENAR KESME KOLA, SİLİKON;6;;230;502;502;44;2;9;126;99;0;11.02.2022;18.02.2022;7
63;22;36;;0;;40;0;;;;ENZİM, HİDROFİL SİLİKON;6;;150;500;500;47;2;9;126;99;0;9.02.2022;16.02.2022;7
;317;;;0;;0;18;;;;;3;19;;203;203;;;;;99;0;9.02.2022;12.02.2022;3
63;22;144;30;1;;1206;0;;;0;ENZİM, KENAR KESME KOLA, SİLİKON;1;;190;502;502;44;2;4;126;99;0;10.02.2022;16.02.2022;6
65;20;36;16;1;;77;0;;;;ENZİM, HİDROFİL SİLİKON;6;;370;527;527;47;2;9;126;99;0;9.02.2022;18.02.2022;9
186;22;56;;0;;49;0;;;0;SİLİKON;1;;205;500;500;44;2;1;126;99;0;9.02.2022;17.02.2022;8
58;12;127;16;1;;20;0;;;0;SİLİKON;6;;300;502;502;44;2;9;126;99;0;9.02.2022;10.02.2022;1
58;12;127;16;1;;21;0;;;;SİLİKON;6;;300;502;502;44;2;9;126;99;0;9.02.2022;10.02.2022;1
58;12;77;27;1;;28;0;;;0;SİLİKON;6;;260;517;517;44;2;9;126;99;1;9.02.2022;16.02.2022;7
58;12;77;15;1;;30;0;;;;SİLİKON;1;;260;517;517;44;2;5;126;99;0;9.02.2022;14.02.2022;5
58;12;27;19;1;;13;0;;;0;SİLİKON;6;;340;502;502;44;2;9;126;99;0;9.02.2022;18.02.2022;9
58;12;27;19;1;;29;0;;;0;SİLİKON;6;;280;502;502;44;2;9;126;99;0;9.02.2022;18.02.2022;9
63;22;144;30;1;;1167;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;190;502;502;44;2;9;126;99;0;10.02.2022;16.02.2022;6
58;22;77;13;1;;1386;0;;;;KENAR KESME KOLA, SİLİKON;1;2;220;2.083;2.083;49;2;1;126;99;0;9.02.2022;16.02.2022;7
58;22;27;16;1;;140;0;;;0;KENAR KESME KOLA, SİLİKON;0;19;215;2.084;2.084;51;2;1;126;99;0;14.02.2022;26.02.2022;12
;317;;;0;;0;10;;;0;;1;4;373;41;41;;;;;99;0;11.02.2022;1.03.2022;18
58;22;77;13;1;;1550;0;;;;KENAR KESME KOLA, SİLİKON;1;2;220;2.083;2.083;49;2;1;126;99;0;9.02.2022;22.02.2022;13
58;22;77;13;1;;1705;0;;;;KENAR KESME KOLA, SİLİKON;1;2;220;2.083;2.083;49;2;1;126;99;0;9.02.2022;3.03.2022;22
;317;;;0;;0;10;;;;;1;4;373;41;41;;;;;99;0;11.02.2022;1.03.2022;18
;317;;;0;;0;3050;;;;;1;;200;201;201;1;3;8;7;99;0;9.02.2022;14.02.2022;5
148;23;145;;0;28;989;0;;;;ENZİM, SİLİKON;1;;350;516;516;50;2;1;139;99;0;11.02.2022;16.02.2022;5
;317;;;0;;0;150;;;0;;1;;;1;1;1;3;3;7;99;1;9.02.2022;24.02.2022;15
65;12;145;16;1;;184;0;;;;ENZİM, SİLİKON;2;;;516;516;50;2;1;139;99;0;11.02.2022;16.02.2022;5
;39;;;0;;0;20;;;0;;3;19;;203;203;;;;;99;0;9.02.2022;12.02.2022;3
;317;;;0;;0;10;;;;;0;2;;84;84;17;3;1;13;99;0;27.01.2022;24.02.2022;28
58;22;27;16;1;;115;0;;;0;KENAR KESME KOLA, SİLİKON;0;19;215;2.084;2.084;51;2;1;126;99;0;14.02.2022;26.02.2022;12
;317;;;0;;0;547;;;;;6;;;80;80;1;3;9;7;99;0;9.02.2022;17.02.2022;8
63;12;36;25;1;;670;0;;;;ENZİM, KENAR KESME, SİLİKON;1;;230;504;504;44;2;2;126;99;0;10.02.2022;15.02.2022;5
63;12;36;25;1;;90;0;;;0;ENZİM, KENAR KESME, SİLİKON;1;;230;504;504;44;2;4;126;99;0;10.02.2022;15.02.2022;5
63;12;36;25;1;;170;0;;;;ENZİM, KENAR KESME, SİLİKON;1;;230;504;504;44;2;5;126;99;0;10.02.2022;16.02.2022;6
;317;;;0;;0;104;;;;;1;;;80;80;1;3;5;7;99;0;9.02.2022;16.02.2022;7
;317;;;0;;0;3687;;;0;;3;;;126;126;38;3;1;78;99;0;9.02.2022;19.02.2022;10
;317;;;0;;0;30;;;;;3;2;65;48;47;;;;;99;0;28.06.2021;10.02.2022;227
;317;;;0;;0;30;;;;;3;2;65;48;47;;;;;99;0;28.06.2021;10.02.2022;227
;1.830;;;0;;0;1150;;;0;;3;;;29;29;38;3;1;78;99;0;9.02.2022;17.02.2022;8
;317;;;0;;0;700;;;;;0;2;;84;47;17;3;1;13;99;0;11.01.2022;16.02.2022;36
;1.777;;;0;;0;80;;;;;3;19;;203;203;;;;;99;0;10.02.2022;12.02.2022;2
;317;;;0;;0;97;;;0;;3;;325;126;126;38;3;1;78;99;0;10.02.2022;14.02.2022;4
